eval_id,retrieval_method,upstream_split,upstream_row_index,query_text,expected_attack_ids,retrieved_attack_ids,retrieved_scores,recall_at_1,recall_at_3,recall_at_5,recall_at_10,hit_at_3,hit_at_10,mrr
test-0036,vector,test,36,"When initiated, the Python code attempts to retrieve and use SOCKS/HTTP proxy settings from the victim’s computer. The Python code then tries to initiate a reverse connection to the C2 server (139.59.46[.]154:3543) using a TCP protocol with RSA+AES traffic encryption and obfs3 transport using default keys from Pupy sources.",T1573;T1095;T1090;T1573.001;T1571;T1090.001;T1001,T1016.001;T1205.001;T1059.006;T1205.002;T1090.002;T1090.001;T1090.003;T1071.001;T1559;T1205,0.374751;0.363487;0.355047;0.353052;0.342716;0.341210;0.335618;0.328108;0.325282;0.318885,0.0,0.0,0.0,0.14285714285714285,0,1,0.16666666666666666
test-0037,vector,test,37,"To gather credentials and facilitate lateral movement, ransomware deployment, the operators used PowerShell to recursively search the file system for logon credentials stored in text files and spreadsheets. The PowerShell tool ""SessionGopher"", capable of extracting session information from remote access tools, such as WinSCP, PuTTY, FileZilla and more, was also used enabling RDP and the Microsoft Sysinternals utility PsExec to allow lateral movement.",T1003;T1555;T1021.001;T1059.001;T1021;T1005;T1552.001,T1059.001;T1021.006;T1006;T1563.002;T1003.002;T1219;T1021.001;T1059.003;T1552.001;T1680,0.558429;0.540428;0.534258;0.518226;0.515592;0.511778;0.498268;0.494382;0.494280;0.488930,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,1,1,1.0
test-0038,vector,test,38,"The platform is started by the kernel mode driver component (“msndsrv.sys” on Windows 2000 or above and “mssvc32.vxd” on Windows 9x). The driver then waits for the system to start and initiates execution of the user-mode loader “mscfg32.exe”. The loader then starts the platform’s central module (an orchestrator) from the “mscfg32.dll” module. Additional drivers and libraries may be loaded by different components of the platform, either built-in or auxiliary.",T1543.003;T1106,T1543.003;T1218.007;T1127.001;T1218.014;T1218.010;T1547.010;T1688;T1218.011;T1218.002;T1546.010,0.563067;0.544296;0.504094;0.493981;0.487546;0.484518;0.473013;0.472852;0.467955;0.467102,0.5,0.5,0.5,0.5,1,1,1.0
test-0039,vector,test,39,In June of 2015 a custom downloader used by many newer samples was first seen in the wild and is often included in SFX implants with the name “LocalSMS.dll”. This downloader makes requests to adobe.update-service[.]net (hardcoded in the sample) and is further discussed in Appendix A.,T1036;T1036.005;T1027.002;T1105,T1546.010;T1218.004;T1220;T1218.009;T1127.002;T1218.007;T1547.002;T1560.001;T1574.001;T1218.014,0.418497;0.410218;0.394920;0.380712;0.378225;0.370722;0.366819;0.366425;0.364472;0.362184,0.0,0.0,0.0,0.0,0,0,0.0
test-0040,vector,test,40,"Here is the script hosted on Pastebin: Reflective loader downloaded from pastebin.com The script executes a hardcoded PE file located — Gandcrab —at the end of the script using a reflective DLL-loading technique. In addition to the ransomware, we identified another actor trying to execute a Monero miner on the vulnerable server with China Chopper:",T1102;T1620,T1027.003;T1059.001;T1218.001;T1679;T1620;T1027.004;T1105;T1216;T1003.002;T1608.002,0.393195;0.385347;0.375039;0.373488;0.366351;0.364263;0.361857;0.360666;0.360218;0.359755,0.0,0.0,0.5,0.5,0,1,0.2
test-0041,vector,test,41,"Ryuk uses a rather basic injection technique, whereby it first gets a handle on the target process using OpenProcess and allocates a buffer in its address space using VirtualAllocEx. The allocated buffer would have the size of the malware’s image and would be required to be positioned at the same base address.",T1106;T1055;T1055.002,T1055.002;T1564.006;T1055;T1574.013;T1055.014;T1027.002;T1055.009;T1574;T1070.010;T1055.011,0.529049;0.513022;0.511316;0.503222;0.486907;0.478405;0.475200;0.471510;0.470620;0.469206,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1.0
test-0042,vector,test,42,"The following figure shows the content of the downloaded shell script sh. Upon execution, the sh script downloads different architectures of DDoS bot, and runs the downloaded binaries. None of the malwares was available on Virustotal at the time of our discovery, however many of them were uploaded to Virustotal not long after. More and more attack traffic are being detected at the time of writing, indicating that many devices are probably infected already.",T1059;T1059.004;T1587.001,T1608.001;T1498;T1546.016;T1518.001;T1574.007;T1496.002;T1070.010;T1588.001;T1543.001;T1584.005,0.462551;0.432500;0.431921;0.426476;0.424171;0.419482;0.416778;0.414649;0.412150;0.411913,0.0,0.0,0.0,0.0,0,0,0.0
test-0043,vector,test,43,"2.      The “set key” handler is used for accepting the victim ID, a random string with six characters, assigned by the C&C server. It will be attached in each of commands sent from the server and will also be used as the folder name on a cloud storage service to save the stolen data. The victim ID will be stored in the “bps.key” file.",T1041;T1567.002,T1552.004;T1558.005;T1036.005;T1552.001;T1647;T1569.002;T1112;T1555;T1056.004;T1039,0.483887;0.481575;0.479969;0.479504;0.474495;0.471055;0.469719;0.463629;0.456147;0.453128,0.0,0.0,0.0,0.0,0,0,0.0
test-0044,vector,test,44,"We observed previous, somewhat similar spearphishing scenarios with an archive containing .LNK, .docx, and base64 encoded executable code, delivering offensive Finfisher objects in separate intrusion activity clusters. This activity was not Sofacy, but the spearphishing techniques were somewhat similar – the layered powershell script attachment technique is not the same, but not altogether new.",T1566.001;T1598.002;T1547.009,T1204.002;T1140;T1566.001;T1027.004;T1027.015;T1036;T1027.007;T1559.002;T1027.013;T1027.008,0.549401;0.542181;0.531474;0.530338;0.525625;0.515810;0.513641;0.508207;0.507843;0.505674,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0.3333333333333333
test-0045,vector,test,45,"Out of all the modules used in this attack, Filesystem.dll might be the only one whose code was actually written by the attackers themselves. The purpose of this module is to enumerate drives, folders and files on the infected system and write the final results to two text files: Drives.txt and Files.txt.",T1083;T1074.001,T1006;T1204.002;T1574.001;T1129;T1679;T1574.008;T1027.004;T1005;T1039;T1140,0.566960;0.546456;0.539797;0.538396;0.520637;0.518034;0.517931;0.513829;0.507185;0.504786,0.0,0.0,0.0,0.0,0,0,0.0
test-0046,vector,test,46,The persistence is guaranteed by a method that is called when the program is closing. It checks if the malware directory exists as specified in an embedded configuration and then copies the malware executable inside it. It also creates a registry key under “HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run” to execute the worm automatically.,T1547.001;T1547,T1070.009;T1543.003;T1546.010;T1546.015;T1547.014;T1070.010;T1547.009;T1542;T1554;T1653,0.591507;0.584152;0.570806;0.568840;0.567601;0.558401;0.553757;0.530046;0.527455;0.526563,0.0,0.0,0.0,0.0,0,0,0.0
test-0047,vector,test,47,"Assuming the weaponized document’s macro code has executed the encoded, heavily obfuscated JScript code will be saved to disk and executed. One of the first behaviours observed is that of a fake error message box, such as the example in Figure 25. Message text varies but follows a theme of reporting something seemingly legitimate failed to run – another false sense of security for the victim.",T1027;T1140;T1036;T1204.002;T1204;T1059.007,T1027.018;T1027.010;T1036.002;T1027;T1204.002;T1027.004;T1204.004;T1027.008;T1027.006;T1027.009,0.544042;0.533284;0.524432;0.521590;0.519706;0.515295;0.514368;0.506558;0.495054;0.478741,0.0,0.0,0.3333333333333333,0.3333333333333333,0,1,0.25
test-0048,vector,test,48,"During our analysis, we identified follow on POST requests containing screenshots of the compromised desktop and process activity lists which were encrypted and appended to a false JPEG header as described previously.",T1113;T1140;T1057;T1071.001,T1036;T1491.001;T1027.003;T1140;T1204.002;T1204.004;T1070;T1592.002;T1027;T1204,0.532651;0.522993;0.521725;0.513894;0.511930;0.504584;0.502532;0.501376;0.498825;0.494945,0.0,0.0,0.25,0.25,0,1,0.25
test-0049,vector,test,49,"To enable lateral movement, the adversary uses ping and nslookup commands, in addition to scanning the environment for Windows systems listening on port 445. This is done using a simple port scanning binary unique to PROPHET SPIDER, typically named pscan or pscan2. For example, process logging may reveal similar commands to the below. Note the commands are executed by the oracle user account, which is the user that runs WebLogic. In multiple PROPHET SPIDER cases, CrowdStrike observed a reverse shell binary located at /var/tmp/[filename], which launches bash as a child; and the pscan2 command is a child to bash. The reverse shell is a child to PID 1, which indicates it was either executed via an init script created for persistence, or its parent was terminated causing it to become a zombie process that was reaped by the init daemon.",T1018;T1059;T1049;T1059.004;T1046;T1021.002,T1505.003;T1036.009;T1059.004;T1574.007;T1546.005;T1546.004;T1059;T1678;T1036;T1202,0.483317;0.470012;0.464285;0.447953;0.445627;0.434179;0.433302;0.431158;0.429890;0.427904,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1,1,0.3333333333333333
test-0050,vector,test,50,"Cardinal RAT is deployed using an interesting technique of compiling and executing a downloader via a malicious macro embedded within a Microsoft Excel file. The Excel files themselves contain lures that have financial themes. This threat has had a low volume of samples in the past two years, with 11 instances of Carp Downloader and 27 instances of Cardinal RAT observed. Palo Alto Networks customers are protected by these threats in the following ways:",T1105;T1204;T1204.002;T1203,T1496.002;T1195.002;T1027.004;T1176;T1592.002;T1195;T1036;T1588.001;T1189;T1203,0.520877;0.487390;0.482682;0.477189;0.462249;0.461866;0.461043;0.456233;0.451774;0.451477,0.0,0.0,0.0,0.25,0,1,0.1
test-0051,vector,test,51,"The global reach of the January 2017 campaign which we analyzed in this post is a marked departure from previous Dimnie targeting tactics. Multiple factors have contributed to Dimnie’s relatively long-lived existence. By masking upload and download network traffic as innocuous user activity, Dimnie has taken advantage of defenders’ assumptions about what normal traffic looks like. This blending in tactic, combined with a prior penchant for targeting systems used by Russian speakers, likely allowed Dimnie to remain relatively unknown.",T1105;T1132;T1027,T1496.002;T1608.006;T1584.005;T1496;T1608.004;T1583.008;T1583.006;T1667;T1681;T1665,0.493188;0.415469;0.411254;0.401325;0.401006;0.399036;0.398554;0.394155;0.389216;0.388160,0.0,0.0,0.0,0.0,0,0,0.0
test-0052,vector,test,52,"During the execution of subsequent instructions, a call to the 0x10001D9A function is made. This function has a loop located at offset 0x10001E4D and performs several operations. One of these operations is a 1-byte XOR instruction (xor byte ptr [esi+ecx], al) located at offset 0x10001E4D. Its purpose is to decrypt a total of 110591 bytes of the executable’s resource data where the PE binary data is stored. The final result is an in-memory reconstructed executable file. In Figure 19, the encrypted and decrypted data in the process’s memory can be seen.",T1140,T1055.002;T1055.009;T1003.007;T1140;T1574.013;T1601.001;T1036.011;T1055.011;T1048.003;T1027,0.546252;0.527072;0.519006;0.516007;0.511997;0.490897;0.489996;0.486517;0.474316;0.472805,0.0,0.0,1.0,1.0,0,1,0.25
test-0053,vector,test,53,"Agent ORM began circulating alongside Sekur in campaigns throughout the second half of 2015. The malware collects basic system information and is able to take screenshots of victim systems. It is used to download next-stage payloads when systems of interest are identified. It is strongly suspected that Agent ORM has been deprecated in favor of script-based first-stage implants (VB Flash, JS Flash, and Bateleur).",T1105;T1113;T1082;T1119;T1059.005;T1059.007;T1005,T1588.001;T1588.007;T1543.001;T1059.005;T1497;T1497.001;T1674;T1505;T1220;T1497.002,0.418755;0.415980;0.404038;0.400200;0.389388;0.385129;0.381241;0.380073;0.377724;0.377602,0.0,0.0,0.14285714285714285,0.14285714285714285,0,1,0.25
test-0054,vector,test,54,"In this sense, APT3 crafted its own exploit from other exploits – a tactic very similar to one used by the Equation group. As this threat group also uses the name UPS team, we decided to name their version of the exploit bundle UPSynergy.",T1068;T1588.005;T1587.004,T1588.005;T1588.001;T1587.004;T1588;T1195.001;T1608.002;T1204.005;T1608.001;T1213.003;T1518,0.503917;0.453622;0.440419;0.424278;0.420366;0.415279;0.414957;0.403856;0.403521;0.403088,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1.0
test-0055,vector,test,55,"First, the module checks if it is running in a target process name and (if specified) by the target username. If the module or user names do not match, the thread terminates.",T1033;T1057;T1087;T1480,T1055.003;T1055.012;T1559;T1480.002;T1055.004;T1055.008;T1055.001;T1564.011;T1574.010;T1546.018,0.445591;0.392584;0.384967;0.380017;0.379406;0.374722;0.372975;0.372674;0.356329;0.352736,0.0,0.0,0.0,0.0,0,0,0.0
test-0056,vector,test,56,SMOKEDHAM was observed using UltraVNC to establish a connection to the IP address and port pair 81.91.177[.]54[:]7234 that has been observed in past UNC2465 intrusions.,T1571,T1016.001;T1205.001;T1070.007;T1205;T1040;T1568.003;T1049;T1665;T1564.006;T1018,0.411714;0.408929;0.394468;0.355457;0.355368;0.352724;0.350533;0.348119;0.344708;0.344458,0.0,0.0,0.0,0.0,0,0,0.0
test-0057,vector,test,57,"The execution of the modified Mshta file resulted in the creation of a HTM file called loubSi78Vgb9[1].htm that was written to a temporary INetCache directory. Mandiant was not able to acquire this file at the time of writing; however, Mandiant was able to recover partial contents of the file.",T1036.005,T1218.005;T1070.006;T1003.002;T1055.013;T1553.005;T1036.008;T1218.001;T1204.002;T1218.014;T1564.004,0.525105;0.423810;0.418695;0.409878;0.404585;0.404257;0.402493;0.394136;0.390528;0.383981,0.0,0.0,0.0,0.0,0,0,0.0
test-0058,vector,test,58,"But even more curious were the names of malicious drivers in this list, which if found could indicate that the target system has already been compromised by another attacker, and would then warn the operators to “pull back”. Another pivotal component in the Equation Group’s arsenal that is in charge of such checks is called “Territorial Dispute”, or “TeDi”.",T1083;T1082;T1480,T1681;T1036;T1195.003;T1652;T1668;T1542.002;T1036.010;T1195.002;T1016.001;T1685.003,0.504598;0.488824;0.479426;0.475393;0.455079;0.454694;0.449097;0.443937;0.440392;0.432250,0.0,0.0,0.0,0.0,0,0,0.0
test-0059,vector,test,59,"In recent OilRig attacks, the threat actors purport to be legitimate service providers offering service and technical troubleshooting as a social engineering theme in their spear-phishing attacks. Earlier OilRig attacks appear to use fake job offers as a social engineering theme. The campaign appears highly targeted and delivers a backdoor we have called ‘Helminth’. Over the course of the attack campaign, we have observed two different variations of the Helminth backdoor, one written in VBScript and PowerShell that was delivered via a macro within Excel spreadsheets and the other a standalone Windows executable.",T1598.003;T1598.002;T1566.002;T1566;T1566.001;T1598.001;T1036,T1566.004;T1566.002;T1598.004;T1598.003;T1534;T1566.003;T1588.007;T1204.004;T1189;T1674,0.533942;0.532287;0.527591;0.524681;0.524354;0.523692;0.522709;0.516625;0.515803;0.507804,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,1,0.5
test-0060,vector,test,60,This attacker utilized an additional keylogging utility named C:\ProgramData\psh\console.exe. The keylogging utility was configured to capture and record keystrokes to C:\ProgramData\psh\System32Log.txt.,T1056;T1056.001;T1074.001;T1074,T1547.004;T1563.002;T1056.001;T1546.008;T1219.003;T1685.005;T1569.002;T1070.003;T1056.004;T1674,0.576035;0.548265;0.548112;0.522058;0.509915;0.490754;0.488808;0.486808;0.486000;0.483419,0.0,0.25,0.25,0.25,1,1,0.3333333333333333
test-0061,vector,test,61,"We observed another campaign targeting an organisation located in Lebanon. While our first case describes a targeted campaign with the goal to exfiltrate data affecting internal servers, this one is the opposite: an auxiliary public web site compromised by several attackers for different purposes. We identified actors trying to deploy ransomware on the vulnerable server using China Chopper. The first attempt was Sodinokibi ransomware:",T1102;T1584.006;T1584.004,T1608.001;T1491.002;T1679;T1486;T1583.006;T1593;T1592.002;T1102.002;T1608.002;T1596,0.511574;0.489632;0.488722;0.478072;0.470815;0.462342;0.455679;0.454663;0.451954;0.451668,0.0,0.0,0.0,0.0,0,0,0.0
test-0062,vector,test,62,"Finally, the Phorpiex VNC worm executes several scripts on a victim’s machine by simulating keyboard input using VNC protocol. First it enters Win+R to open the “Run program” window. Then it “enters” the script contents by sending the corresponding VNC packets:",T1059;T1021.005;T1059.003,T1021.005;T1219.003;T1219.002;T1674;T1059.006;T1021.006;T1563.002;T1569.002;T1219;T1204.004,0.471067;0.467160;0.441108;0.416013;0.413949;0.394907;0.394115;0.380147;0.379210;0.377316,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1.0
test-0063,vector,test,63,"The second functionality enabled in this sample that had not been observed in previous Thanos variants involved the ability to overwrite the master boot record (MBR). Once the code checks to see if the operating system version is not “Windows 10” or “Windows 8,” the code will attempt to open “\\.\PhysicalDrive0” and write a 512-byte string to offset 0. The byte array that is written to offset 0 of “\\.\PhysicalDrive0” initially has a ransom message of “Your files are encrypted. Contact us at: get-my-data@protonmail.com…”, but the code will replace this string with the following string before writing to disk:",T1485;T1561.002;T1082,T1561.002;T1561.001;T1542.003;T1561;T1679;T1601.001;T1542;T1542.002;T1680;T1025,0.473520;0.428926;0.428642;0.422116;0.422056;0.419871;0.418502;0.409018;0.406974;0.406852,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1.0
test-0064,vector,test,64,"In several instances, UNC215 used the same exact file against multiple victims and frequently shared infrastructure across victims. This lack of compartmentalization is not uncommon, but does show that UNC215 is relatively less concerned about the ability for their compromises to be linked to each other. C2 servers used by UNC215 frequently reuse the same SSL certificate, as described in Team Cymru’s research in 2020. On one network, between April 2019 and April 2020, an operator repeatedly and infrequently revisited a compromised network whenever an Endpoint Detection and Response (EDR) tool detected or quarantined tools like HYPERBRO and Mimikatz. After several months of repeated detections, UNC215 deployed an updated version of HYPERBRO and a tool called “anti.exe” to stop Windows Update service and terminate EDR and Antivirus related services.",T1102;T1518.001,T1102;T1127;T1027.005;T1102.001;T1016.001;T1588.002;T1574.001;T1036;T1105;T1216,0.549404;0.547234;0.529104;0.527117;0.526949;0.514692;0.509459;0.506247;0.503449;0.503204,0.5,0.5,0.5,0.5,1,1,1.0
test-0065,vector,test,65,"The embedded SWF decrypted contains ActionScript that attempts to exploit a vulnerability. The purpose of aforementioned version check is to make sure that the correct malicious ActionScript is executed to exploit a vulnerability that the Flash player is vulnerable to. Table 1 shows the range of Flash player versions within DealersChoice.A, the embedded SWF file loaded and the associated vulnerability exploited by the loaded SWF.",T1203;T1068,T1204.002;T1027;T1027.009;T1059.011;T1203;T1216;T1553.005;T1553;T1027.008;T1140,0.485237;0.462356;0.446321;0.441063;0.438250;0.430381;0.424374;0.423598;0.423322;0.420470,0.0,0.0,0.5,0.5,0,1,0.2
test-0066,vector,test,66,"Since initially surfacing in August 2020, the creators of DARKSIDE ransomware and their affiliates have launched a global crime spree affecting organizations in more than 15 countries and multiple industry verticals. Like many of their peers, these actors conduct multifaceted extortion where data is both exfiltrated and encrypted in place, allowing them to demand payment for unlocking and the non-release of stolen data to exert more pressure on victims.",T1041;T1486;T1020,T1486;T1679;T1657;T1567.003;T1496.004;T1608.001;T1496.002;T1560;T1567.002;T1588.001,0.595905;0.525738;0.515974;0.486450;0.451661;0.451059;0.446435;0.445053;0.436003;0.433757,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1.0
test-0067,vector,test,67,"In March 2017, Kasperksy released a report that compared DROPSHOT (which they call Stonedrill) with the most recent variant of SHAMOON (referred to as Shamoon 2.0). They stated that both wipers employ anti-emulation techniques and were used to target organizations in Saudi Arabia, but also mentioned several differences. For example, they stated DROPSHOT uses more advanced anti-emulation techniques, utilizes external scripts for self-deletion, and uses memory injection versus external drivers for deployment. Kaspersky also noted the difference in resource language sections: SHAMOON embeds Arabic-Yemen language resources while DROPSHOT embeds Farsi (Persian) language resources.",T1070.004;T1587.001,T1608.002;T1027.014;T1620;T1608.001;T1204.002;T1129;T1588.001;T1588.007;T1027.015;T1027.008,0.428733;0.416330;0.410284;0.393047;0.388573;0.379348;0.374596;0.372214;0.368247;0.366340,0.0,0.0,0.0,0.0,0,0,0.0
test-0068,vector,test,68,"If an encrypted command arrives from the C&C, it is decrypted using RC4. The source domain name is used as the decryption key. Once the C&C command has been executed, a [Tasks] section will be created in config.ini; this is a logall actions performed by the bot.",T1140;T1027;T1573;T1573.001,T1569.002;T1059.008;T1202;T1036.011;T1056.004;T1573;T1059.003;T1134.002;T1021.003;T1573.001,0.438867;0.431838;0.419191;0.417581;0.414808;0.411666;0.406954;0.405680;0.397445;0.394397,0.0,0.0,0.0,0.5,0,1,0.16666666666666666
test-0069,vector,test,69,"To make sure the malware is executed after reboot, Ryuk uses a straight forward persistence technique, whereby it writes itself to the Run registry key using the following command:",T1547.001;T1112;T1547,T1037.004;T1547.007;T1543.003;T1547;T1027.005;T1542;T1505.006;T1547.013;T1547.014;T1543.004,0.492184;0.475960;0.462933;0.454673;0.453395;0.444825;0.441625;0.436951;0.426829;0.425155,0.0,0.0,0.3333333333333333,0.3333333333333333,0,1,0.25
test-0070,vector,test,70,"It also searches for directories with names “.Backup0D” – “.Backup0M”, and for each directory, removes contained files named “target.lnk” and “desktop.ini” and the directory itself. These directories are also created during the Gauss USB infection.",T1083,T1564.004;T1564.001;T1679;T1564.012;T1027.012;T1091;T1003.003;T1025;T1052.001;T1006,0.446867;0.427508;0.425231;0.423891;0.410348;0.407243;0.407083;0.400464;0.389049;0.384514,0.0,0.0,0.0,0.0,0,0,0.0
test-0071,vector,test,71,"Gather all system information using the ""systeminfo"" command and record to a file: cmd.exe /c systeminfo >>""%s"" where %s = <file_path>.",T1082;T1074.001;T1074;T1059.003;T1059,T1003.003;T1082;T1003.002;T1218.014;T1505.005;T1007;T1083;T1057;T1552.003;T1569.003,0.396603;0.392054;0.378166;0.372712;0.369424;0.368297;0.366178;0.360703;0.360385;0.359587,0.0,0.2,0.2,0.2,1,1,0.5
test-0072,vector,test,72,"The remainder of this section focuses largely on Object Linking and Embedding (OLE) Microsoft Excel documents, as they are most commonly used by the Hangover group, at least when it comes to the BackConfig malware. Through infrastructure analysis however, Unit 42 was able to find a BackConfig PE sample (SHA256: e28f1bc0b0910757b25b2146ad02798ee6b206a5fe66ce68a28f4ab1538d6a1f; first seen 10/24/2019) using the C2 domain matissues[.]com and dropped by the weaponised Rich Text Format (RTF) file (SHA256: 752c173555edb49a2e1f18141859f22e39155f33f78ea70a3fbe9e2599af3d3f) from the same day. The RTF used the CVE-2017-11882 exploit against equation editor vulnerabilities in Office applications to execute the PE sample which was a unique exploitation method compared to all other samples analyzed.",T1203;T1068,T1564.007;T1137.001;T1221;T1559.002;T1204.002;T1203;T1027.004;T1027.007;T1140;T1553.005,0.556105;0.550093;0.508566;0.505567;0.490710;0.467762;0.464968;0.463691;0.463528;0.461023,0.0,0.0,0.0,0.5,0,1,0.16666666666666666
test-0073,vector,test,73,First technique: FIN6 used PowerShell to execute an encoded command. The command consisted of a byte array containing a base64 encoded payload shown in Figure 1.,T1059.001;T1027;T1140,T1132;T1132.001;T1132.002;T1027.003;T1027.010;T1059.001;T1048.003;T1003.002;T1674;T1055.002,0.402155;0.398177;0.395500;0.380169;0.377504;0.365630;0.348655;0.344972;0.344972;0.331718,0.0,0.0,0.0,0.3333333333333333,0,1,0.16666666666666666
test-0074,vector,test,74,"We first discussed ShaggyPanther, a previously unseen malware and intrusion set targeting Taiwan and Malaysia, in a private report in January 2018. Related activities date back to more than a decade ago, with similar code maintaining compilation timestamps from 2004. Since then, ShaggyPanther activity has been detected in several more locations: most recently in Indonesia in July, and – somewhat surprisingly – in Syria in March. The newer 2018 and 2019 backdoor code maintains a new layer of obfuscation and no longer maintains clear-text C2 strings. Since our original release, we have identified an initial server-side infection vector from this actor, using SinoChopper/ChinaChopper, a commonly used web shell shared by multiple Chinese-speaking actors. SinoChopper not only performs host identification and backdoor delivery but also email archive theft and additional activity. Although not all incidents can be traced back to server-side exploitation, we did detect a couple of cases and obtained information about their staged install process. In 2019, we observed ShaggyPanther targeting Windows servers.",T1027;T1505.003;T1048,T1608.001;T1204.004;T1588.001;T1027.004;T1564.006;T1216;T1036;T1592.002;T1102.002;T1027.018,0.553708;0.540674;0.520707;0.509128;0.502528;0.502513;0.502417;0.495607;0.495190;0.493940,0.0,0.0,0.0,0.0,0,0,0.0
test-0075,vector,test,75,"USB Worm -> this is the USBWorm component developed for stealing files from removable drives, spread across systems by infecting removable media, and download and execute the “Thin Client” component from a remote Crimson server.",T1091;T1105;T1025;T1570;T1005,T1025;T1052.001;T1091;T1052;T1092;T1542.002;T1561.001;T1105;T1006;T1608.001,0.565717;0.551188;0.526076;0.493091;0.475901;0.459849;0.449426;0.447674;0.441870;0.441313,0.2,0.4,0.4,0.6,1,1,1.0
test-0076,vector,test,76,8. Copy “winrestore.dll” to the directory set in step 6 or 7a with the filename “MSO1234.win” .,T1036;T1036.005,T1218.007;T1218.004;T1547.010;T1127.001;T1218.011;T1546.009;T1055.001;T1218.010;T1547.004;T1547.005,0.418174;0.414388;0.382156;0.381007;0.370273;0.363800;0.361912;0.345150;0.341299;0.332188,0.0,0.0,0.0,0.0,0,0,0.0
test-0077,vector,test,77,"The cheat sheet is separated into several sections, based on the purpose of the example commands. Fortunately, the commands listed in the cheat sheet provides us with a great deal of insight into some of the tools and techniques the actors will possibly use after compromising the end system. The cheat sheet shows significant batch and PowerShell scripting and a preference for using RDP, as well as the following tools not provided natively in Windows (i.e. thc-hydra, Plink, Mimikatz, Powercat, ProcDump, SharpHound/BloodHound and PowerSploit). Table 1 shows the headers and a description of each section within the cheat sheet.",T1059.001;T1059;T1219;T1021;T1083;T1057;T1082;T1003.001;T1059.003,T1059.001;T1218.002;T1218.014;T1021.006;T1219.002;T1219;T1003.002;T1569.002;T1112;T1059.003,0.479190;0.420547;0.412778;0.409633;0.405170;0.398408;0.396506;0.392680;0.389363;0.385494,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,1,1,1.0
test-0078,vector,test,78,Later payloads would write batch scripts to disk as well as wget binaries. The batch scripts would use the wget binaries to download and execute additional executables. The scripts would also use wget to send POST requests to command and control (C2) servers that would contain information about the compromised system. Some of these payloads included decoy documents that would open when the malware is executed.,T1105;T1059;T1041;T1082,T1574.007;T1070.010;T1218.001;T1608.001;T1027.004;T1129;T1569.002;T1027.008;T1574;T1059.006,0.565676;0.563821;0.556496;0.555821;0.553810;0.552046;0.548109;0.541641;0.541492;0.533942,0.0,0.0,0.0,0.0,0,0,0.0
test-0079,vector,test,79,"In this blog we show that CVE-2017-0005, a Windows Local-Privilege-Escalation (LPE) vulnerability that was attributed to a Chinese APT, was replicated based on an Equation Group exploit for the same vulnerability that the APT was able to access. “EpMe”, the Equation Group exploit for CVE-2017-0005, is one of 4 different LPE exploits included in the DanderSpritz attack framework. EpMe dates back to at least 2013 – four years before APT31 was caught exploiting this vulnerability in the wild.",T1068;T1587.004;T1588.005,T1687;T1068;T1127;T1587.004;T1176.002;T1212;T1218.007;T1190;T1518;T1588.002,0.493069;0.468648;0.457266;0.451631;0.449993;0.437175;0.435155;0.434184;0.430600;0.430314,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,1,0.5
test-0080,vector,test,80,"This watchdog process also ensures that the Cardinal RAT process is always running, as well as ensures that the executable is located in the correct path. Should either of these conditions not be met, the watchdog process will spawn a new instance of Cardinal RAT, or write Cardinal RAT to the correct location, respectively.",T1057,T1036.009;T1480.002;T1543;T1036.011;T1564.010;T1574.005;T1574.010;T1574.006;T1574.007;T1055.012,0.409590;0.400333;0.391167;0.383637;0.378639;0.378268;0.376364;0.376280;0.371749;0.363749,0.0,0.0,0.0,0.0,0,0,0.0
