eval_id,retrieval_method,upstream_split,upstream_row_index,query_text,expected_attack_ids,word_count,candidate_k,top_k,embedding_model,reranker_model,vector_candidate_attack_ids,vector_candidate_scores,vector_candidate_ranks,retrieved_attack_ids,retrieved_names,retrieved_vector_scores,original_vector_ranks,reranker_scores,reranked_ranks,embedding_ms,vector_search_ms,reranking_ms,total_retrieval_ms,fallback_used,recall_at_1,recall_at_3,recall_at_5,recall_at_10,hit_at_3,hit_at_10,mrr
test-0099,vector_reranked,test,99,"As this is a NULL-Deref vulnerability, we can immediately rule out CVE-2017-0005, as the stack trace shown in Microsoft’s blog has nothing to do with the NULL page. This means that this is possibly another vulnerability found and exploited by Equation Group in 2013. With that out of the way, it is time to understand what triggers this NULL-Deref vulnerability.",T1068;T1587.004,60,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1588.006;T1687;T1564.007;T1587.004;T1622;T1574.007;T1027.004;T1685.003;T1036.003;T1564.012;T1553.005;T1588.005;T1027.012;T1127.001;T1055.014;T1027.005;T1499.004;T1204;T1203;T1068,0.359356;0.327262;0.294318;0.292763;0.278743;0.275909;0.274854;0.273998;0.272508;0.271680;0.270144;0.269380;0.267199;0.265788;0.264361;0.261460;0.257212;0.256112;0.255740;0.254625,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1588.006;T1499.004;T1687;T1068;T1027.005;T1127.001;T1622;T1203;T1055.014;T1027.004,Vulnerabilities;Application or System Exploitation;Exploitation for Defense Impairment;Exploitation for Privilege Escalation;Indicator Removal from Tools;MSBuild;Debugger Evasion;Exploitation for Client Execution;VDSO Hijacking;Compile After Delivery,0.359356;0.257212;0.327262;0.254625;0.261460;0.265788;0.278743;0.255740;0.264361;0.274854,1;17;2;20;16;14;5;19;15;7,-4.564547;-5.289910;-5.387609;-5.528831;-6.034022;-6.270968;-6.305588;-6.397896;-6.429908;-6.628365,1;2;3;4;5;6;7;8;9;10,20.828,8.615,1222.625,1252.073,False,0.0,0.0,0.5,0.5,0,1,0.25
test-0100,vector_reranked,test,100,"When Gauss infects an USB memory stick, it sets a certain flag to 30. This TTL (time to live) flag is decremented every time the payload is executed from the stick. Once it reaches 0, the data stealing payload cleans itself from the USB stick. This makes sure that sticks with Gauss infections do not survive ItW for long enough to results in detection.",T1091;T1070.004;T1052.001;T1052,64,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1091;T1052.001;T1025;T1125;T1027.005;T1497.002;T1052;T1546.017;T1561;T1622;T1542;T1542.002;T1071.002;T1205;T1653;T1092;T1495;T1001.001;T1685.004;T1601.001,0.422006;0.412398;0.386299;0.358636;0.348499;0.344183;0.332227;0.331943;0.330342;0.328648;0.328648;0.326028;0.324220;0.322321;0.320026;0.318789;0.318472;0.317972;0.316379;0.315766,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1091;T1025;T1052.001;T1495;T1052;T1601.001;T1653;T1622;T1001.001;T1092,Replication Through Removable Media;Data from Removable Media;Exfiltration over USB;Firmware Corruption;Exfiltration Over Physical Medium;Patch System Image;Power Settings;Debugger Evasion;Junk Data;Communication Through Removable Media,0.422006;0.386299;0.412398;0.318472;0.332227;0.315766;0.320026;0.328648;0.317972;0.318789,1;3;2;17;7;20;15;10;18;16,-6.694650;-7.139886;-7.207505;-8.137601;-8.566799;-8.656991;-9.060945;-9.332568;-9.520706;-9.670859,1;2;3;4;5;6;7;8;9;10,23.364,10.947,1174.496,1208.811,False,0.25,0.5,0.75,0.75,1,1,1.0
test-0101,vector_reranked,test,101,The ability to launch a .exe or .dll file in memory. The ability to leverage schtasks.exe to add or modify task schedules. The ability to launch custom PowerShell commands. The ability to leverage a standalone executable to load the DLL if the attacker otherwise has no way of doing so.,T1053.005;T1053;T1059.001,50,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1053.005;T1059.001;T1569.002;T1546.013;T1218.007;T1546.007;T1202;T1574.014;T1059.003;T1574.001;T1547.004;T1559.001;T1546.010;T1218.010;T1021.003;T1218.011;T1546.008;T1547.014;T1055.001;T1053,0.564842;0.562618;0.552814;0.544376;0.542682;0.540345;0.539823;0.536442;0.528942;0.528404;0.524940;0.523640;0.518762;0.515748;0.511981;0.506387;0.499517;0.497739;0.497416;0.496320,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1218.007;T1055.001;T1218.010;T1547.004;T1218.011;T1574.001;T1546.007;T1053.005;T1574.014;T1569.002,Msiexec;Dynamic-link Library Injection;Regsvr32;Winlogon Helper DLL;Rundll32;DLL;Netsh Helper DLL;Scheduled Task;AppDomainManager;Service Execution,0.542682;0.497416;0.515748;0.524940;0.506387;0.528404;0.540345;0.564842;0.536442;0.552814,5;19;14;11;16;10;6;1;8;3,-0.246165;-0.295810;-1.221197;-1.226033;-1.591551;-1.799412;-1.922122;-2.190699;-3.033751;-3.311375,1;2;3;4;5;6;7;8;9;10,20.382,8.508,1187.247,1216.142,False,0.0,0.0,0.0,0.3333333333333333,0,1,0.125
test-0102,vector_reranked,test,102,"Our Next-Generation Firewall caught the first incident of CVE-2020-8515 exploitation on March 31, 2020 at 13:51 (UTC). In addition to this attack, several bots’ attempt to propagate by exploiting CVE-2020-5722 were also caught by our firewall. In the case of CVE-2020-8515 exploitation, the threat actor attempted to download a shell script to the tmp directory, and execute the downloaded script, as shown in Figure 9. In the case of CVE-2020-5722 exploitation, the payload only downloads an arm7 binary and executes it, as shown in Figure 10.",T1068,86,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1687;T1027.004;T1574.007;T1689;T1211;T1518.001;T1564.006;T1070.010;T1608.002;T1608;T1027.009;T1203;T1608.001;T1574;T1651;T1678;T1068;T1036.003;T1105;T1518,0.530046;0.529597;0.508038;0.500061;0.477343;0.476438;0.473643;0.472643;0.472502;0.471933;0.465664;0.461457;0.456338;0.456023;0.455612;0.454154;0.453353;0.448912;0.447432;0.443223,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1687;T1211;T1027.004;T1068;T1574;T1518;T1203;T1608.001;T1070.010;T1651,Exploitation for Defense Impairment;Exploitation for Stealth;Compile After Delivery;Exploitation for Privilege Escalation;Hijack Execution Flow;Software Discovery;Exploitation for Client Execution;Upload Malware;Relocate Malware;Cloud Administration Command,0.530046;0.477343;0.529597;0.453353;0.456023;0.443223;0.461457;0.456338;0.472643;0.455612,1;5;2;17;14;20;12;13;8;15,-1.923674;-2.937774;-2.992665;-3.635548;-3.972520;-4.033120;-4.196847;-4.823067;-5.494607;-5.506795,1;2;3;4;5;6;7;8;9;10,25.769,8.684,1252.932,1287.389,False,0.0,0.0,1.0,1.0,0,1,0.25
test-0103,vector_reranked,test,103,"In addition, DoppelPaymer is designed to run only after a specific command line argument is provided. The malware computes a CRC32 checksum of the first argument passed on the command line and adds it with a constant value that is hard-coded in the binary. The malware then adds the instruction pointer address to this result, which becomes the destination for a jmp used to continue the malware execution. The hard-coded constant value is unique to each build. In the sampled analyzed, this value was 0x672e6eb7, as shown below in Figure 6.",T1480,91,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1564.007;T1027.007;T1027.016;T1574.006;T1127.003;T1574.007;T1218.012;T1574.013;T1574.004;T1218;T1587.001;T1216;T1055.002;T1218.010;T1218.007;T1027.014;T1129;T1027.005;T1546.009;T1027.004,0.491506;0.471077;0.460411;0.453978;0.450420;0.441613;0.439280;0.432537;0.432312;0.428318;0.426044;0.425110;0.424689;0.423572;0.421106;0.417426;0.415626;0.413316;0.408980;0.406272,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1587.001;T1027.016;T1027.007;T1027.004;T1027.014;T1574.007;T1574.004;T1218.012;T1574.006;T1546.009,Malware;Junk Code Insertion;Dynamic API Resolution;Compile After Delivery;Polymorphic Code;Path Interception by PATH Environment Variable;Dylib Hijacking;Verclsid;Dynamic Linker Hijacking;AppCert DLLs,0.426044;0.460411;0.471077;0.406272;0.417426;0.441613;0.432312;0.439280;0.453978;0.408980,11;3;2;20;16;6;9;7;4;19,-3.583447;-3.765784;-4.077237;-4.162209;-4.258954;-4.635976;-4.897856;-5.086504;-5.123218;-5.175954,1;2;3;4;5;6;7;8;9;10,23.569,9.174,1185.471,1218.218,False,0.0,0.0,0.0,0.0,0,0,0.0
test-0104,vector_reranked,test,104,"The cheat sheet includes examples of commands needed for persistence, network reconnaissance, pivoting, credential dumping, general system and network data gathering, as well as data exfiltration and commands to configure the system to allow remote desktop protocol (RDP) sessions. The commands provide insight into the techniques the actors will use after compromising a system, as well as the tools used to achieve their objectives. The commands also suggest that the threat group heavily relies on RDP to interact with compromised hosts, likely using secure shell (SSH) tunnels created with the Plink tool between the infected system and an actor-controlled domain. Also, the command examples show the threat group seeks to move across an infiltrated network to target additional devices, making it a greater threat to organizations once infected. According to these commands, the actor would likely make these pivots to other systems by performing credential dumping from the Windows registry and process memory.",T1105;T1021.001;T1570;T1018;T1021;T1049;T1041;T1021.004;T1016,153,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1563.002;T1219;T1021.001;T1059.003;T1021.006;T1219.003;T1569.002;T1070.007;T1112;T1210;T1202;T1559.001;T1219.002;T1059.008;T1021.003;T1651;T1133;T1059.001;T1204.004;T1563,0.688107;0.670673;0.654853;0.644627;0.639127;0.636712;0.631280;0.602094;0.585506;0.578844;0.575512;0.573194;0.572676;0.572566;0.570562;0.562385;0.553475;0.551556;0.550883;0.550800,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1133;T1021.001;T1219;T1569.002;T1219.003;T1210;T1559.001;T1563.002;T1070.007;T1112,External Remote Services;Remote Desktop Protocol;Remote Access Tools;Service Execution;Remote Access Hardware;Exploitation of Remote Services;Component Object Model;RDP Hijacking;Clear Network Connection History and Configurations;Modify Registry,0.553475;0.654853;0.670673;0.631280;0.636712;0.578844;0.573194;0.688107;0.602094;0.585506,17;3;2;7;6;10;12;1;8;9,0.944944;-1.565241;-1.957222;-2.151378;-2.280102;-2.407844;-2.792349;-2.823288;-2.836224;-3.040770,1;2;3;4;5;6;7;8;9;10,31.452,8.361,1260.602,1300.42,False,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1,1,0.5
test-0105,vector_reranked,test,105,"The DEWMODE web shell (Figure 4) extracts a list of available files from a MySQL database on the FTA and lists those files and corresponding metadata—file ID, path, filename, uploader, and recipient—on an HTML page. UNC2546 then uses the presented list to download files through the DEWMODE web shell. Download requests are captured in the FTA’s web logs, which will contain requests to the DEWMODE web shell with encrypted and encoded URL parameters, where dwn is the file path and fn is the requested file name (Figure 5). The encrypted file path and name values visible in web logs can be decrypted using key material obtained from the database used by the targeted FTA. Given the complex nature of this process, if your organization needs assistance reviewing relevant logs, please contact Mandiant or Accellion.",T1027;T1505.003;T1573;T1005;T1119;T1074;T1074.001,134,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1027.006;T1560.001;T1486;T1027;T1213.006;T1555.003;T1560;T1204.002;T1119;T1596.003;T1140;T1027.015;T1218.001;T1560.003;T1595.003;T1071.002;T1217;T1025;T1048.003;T1567.003,0.431444;0.399561;0.392945;0.390637;0.383697;0.375241;0.375019;0.350690;0.349623;0.346218;0.346203;0.343642;0.341924;0.339158;0.336270;0.333061;0.330189;0.329935;0.328416;0.325770,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1027.015;T1027.006;T1486;T1048.003;T1027;T1555.003;T1025;T1140;T1560.003;T1560.001,Compression;HTML Smuggling;Data Encrypted for Impact;Exfiltration Over Unencrypted Non-C2 Protocol;Obfuscated Files or Information;Credentials from Web Browsers;Data from Removable Media;Deobfuscate/Decode Files or Information;Archive via Custom Method;Archive via Utility,0.343642;0.431444;0.392945;0.328416;0.390637;0.375241;0.329935;0.346203;0.339158;0.399561,12;1;3;19;4;6;18;11;14;2,-6.084548;-6.953073;-7.195805;-7.201602;-7.284371;-7.288677;-7.406370;-7.459441;-7.605247;-7.720338,1;2;3;4;5;6;7;8;9;10,31.306,7.974,1193.462,1232.747,False,0.0,0.0,0.14285714285714285,0.14285714285714285,0,1,0.2
test-0106,vector_reranked,test,106,"Nemucod malware is mostly deployed using weaponized documents where the malicious VBA macro code is responsible for constructing and executing a malicious encoded JScript file that carries out further activities including registering victims with the actors before downloading payloads, which in this case included a credential stealing Trojan executable component.",T1027;T1059;T1204.002;T1059.005;T1059.007;T1587.001,50,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1564.007;T1137.001;T1129;T1587.001;T1608.001;T1588.001;T1059.005;T1027.004;T1204.004;T1027.007;T1204.002;T1216;T1574.001;T1070.010;T1218.010;T1547.009;T1574.007;T1140;T1547.014;T1176,0.493985;0.487926;0.461790;0.454041;0.445829;0.441045;0.439761;0.437146;0.431793;0.431547;0.422704;0.421423;0.421226;0.420643;0.419162;0.415945;0.415636;0.413735;0.413195;0.411587,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1564.007;T1608.001;T1059.005;T1587.001;T1574.007;T1027.007;T1129;T1574.001;T1204.004;T1204.002,VBA Stomping;Upload Malware;Visual Basic;Malware;Path Interception by PATH Environment Variable;Dynamic API Resolution;Shared Modules;DLL;Malicious Copy and Paste;Malicious File,0.493985;0.445829;0.439761;0.454041;0.415636;0.431547;0.461790;0.421226;0.431793;0.422704,1;5;7;4;17;10;3;13;9;11,-0.217399;-0.409447;-0.769110;-1.403610;-2.227876;-2.506774;-2.508488;-2.629745;-2.670939;-2.803710,1;2;3;4;5;6;7;8;9;10,20.717,8.529,1178.182,1207.433,False,0.0,0.16666666666666666,0.3333333333333333,0.5,1,1,0.3333333333333333
test-0107,vector_reranked,test,107,"The encrypted payload has a slightly lower entropy of 7.990713 out of 8. Looking at the embedded binary in a hex editor reveals multiple occurrences of the byte pattern 51 36 94 A4 26 5B 0F 19, as seen in Figure 4. As this pattern occurs multiple times in a row in the middle of the encrypted data and ECB mode is being used, an educated guess is that the plaintext is supposed to be 00 00 00 00 00 00 00 00.",T1027,83,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1027.013;T1132.001;T1132.002;T1036.008;T1132;T1048.003;T1027;T1027.009;T1573;T1027.001;T1027.018;T1001.001;T1140;T1573.001;T1027.008;T1560;T1480.001;T1486;T1600.001;T1027.004,0.392995;0.392678;0.388921;0.382913;0.382517;0.363484;0.360243;0.355753;0.336474;0.335034;0.334727;0.322590;0.319229;0.314357;0.313515;0.313015;0.312499;0.310962;0.306511;0.296705,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1027.009;T1480.001;T1027.004;T1027.013;T1027;T1027.018;T1140;T1027.008;T1600.001;T1573,Embedded Payloads;Environmental Keying;Compile After Delivery;Encrypted/Encoded File;Obfuscated Files or Information;Invisible Unicode;Deobfuscate/Decode Files or Information;Stripped Payloads;Reduce Key Space;Encrypted Channel,0.355753;0.312499;0.296705;0.392995;0.360243;0.334727;0.319229;0.313515;0.306511;0.336474,8;17;20;1;7;11;13;15;19;9,-3.112026;-4.614381;-5.088453;-5.155073;-5.259323;-5.909513;-5.938995;-6.017012;-6.184453;-6.701912,1;2;3;4;5;6;7;8;9;10,24.404,8.134,1211.801,1244.344,False,0.0,0.0,1.0,1.0,0,1,0.2
test-0108,vector_reranked,test,108,"After the initial beacon, Gasket sends supplemental requests to a URL of /time/sync to obtain commands from the threat actor, which will look like the following:",T1071.001,26,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1543.001;T1546.005;T1518.001;T1007;T1205;T1016.001;T1678;T1124;T1590.006;T1596.005;T1595;T1070.007;T1592.004;T1567.004;T1681;T1569.001;T1591.001;T1591.003;T1102.002;T1011.001,0.410812;0.409041;0.406102;0.400913;0.400863;0.393297;0.386697;0.386040;0.383740;0.383205;0.378512;0.378248;0.375385;0.374790;0.373980;0.371578;0.370241;0.366703;0.365402;0.363224,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1596.005;T1681;T1102.002;T1016.001;T1124;T1592.004;T1205;T1678;T1567.004;T1591.003,Scan Databases;Search Threat Vendor Data;Bidirectional Communication;Internet Connection Discovery;System Time Discovery;Client Configurations;Traffic Signaling;Delay Execution;Exfiltration Over Webhook;Identify Business Tempo,0.383205;0.373980;0.365402;0.393297;0.386040;0.375385;0.400863;0.386697;0.374790;0.366703,10;15;19;6;8;13;5;7;14;18,-8.295592;-8.981135;-9.370749;-9.593230;-9.720548;-9.838086;-10.130281;-10.263117;-10.373291;-10.472569,1;2;3;4;5;6;7;8;9;10,18.426,9.245,1177.7,1205.375,False,0.0,0.0,0.0,0.0,0,0,0.0
test-0109,vector_reranked,test,109,"The TwoFace payload shell requires a password that is sent within HTTP POST data or within the HTTP Cookie, specifically with a field with a name “pwd”. The “pwd” field is used for authentication as a password, which the payload will generate the SHA1 hash and compare it with a hash that is hardcoded within the payload. We extracted the SHA1 hashes used for authentication from the known TwoFace shells, as seen in Table 4 and were able to find the associated password string for three of them. One of the passwords, “RamdanAlKarim12” contains a phrase that means “Ramadan the generous” in Arabic (رمضان الكريم). Another known password is “FreeMe!”, while the last known password contains what may be an acronym of a middle eastern energy organization followed by “pass”. It is possible that the actor chose this acronym based on the targeted organization, but we cannot confirm this.",T1071.001,149,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1550.002;T1003.002;T1003.008;T1003.005;T1110.002;T1201;T1110.001;T1555.002;T1110.003;T1552.006;T1552.001;T1110;T1555.005;T1555;T1003;T1556.005;T1556.003;T1003.006;T1606;T1556.004,0.479240;0.477954;0.471001;0.454712;0.449092;0.438020;0.431231;0.427899;0.421958;0.386679;0.385298;0.379430;0.378182;0.377114;0.375890;0.373066;0.367385;0.361671;0.357921;0.352964,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1110.001;T1556.005;T1110;T1552.006;T1003;T1550.002;T1606;T1555.002;T1003.005;T1110.003,Password Guessing;Reversible Encryption;Brute Force;Group Policy Preferences;OS Credential Dumping;Pass the Hash;Forge Web Credentials;Securityd Memory;Cached Domain Credentials;Password Spraying,0.431231;0.373066;0.379430;0.386679;0.375890;0.479240;0.357921;0.427899;0.454712;0.421958,7;16;12;10;15;1;19;8;4;9,-3.825385;-3.917978;-4.262885;-4.299081;-4.378706;-4.422329;-4.452727;-4.490351;-4.507539;-4.609920,1;2;3;4;5;6;7;8;9;10,35.995,9.159,1305.396,1350.556,False,0.0,0.0,0.0,0.0,0,0,0.0
test-0110,vector_reranked,test,110,"The attack itself is performed in an infinite loop. The IP addresses used for scanning are generated randomly using the rand() function and the GetTickCount() results as a random seed. The only filter rule for an IP address is that it cannot start with 127, 172 or 192. A separate thread is created to communicate with each IP address.",T1046;T1106,59,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1590.005;T1205.001;T1018;T1016.001;T1665;T1205.002;T1595.001;T1205;T1568.003;T1557.002;T1036.012;T1564.006;T1498.002;T1016;T1040;T1499.001;T1498;T1090.003;T1071.001;T1499,0.451318;0.443300;0.432067;0.428179;0.425792;0.412569;0.409324;0.401736;0.395425;0.394035;0.394022;0.391256;0.385384;0.385296;0.384608;0.382148;0.381642;0.381480;0.380014;0.378503,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1595.001;T1590.005;T1499;T1498;T1498.002;T1665;T1568.003;T1016.001;T1016;T1557.002,Scanning IP Blocks;IP Addresses;Endpoint Denial of Service;Network Denial of Service;Reflection Amplification;Hide Infrastructure;DNS Calculation;Internet Connection Discovery;System Network Configuration Discovery;ARP Cache Poisoning,0.409324;0.451318;0.378503;0.381642;0.385384;0.425792;0.395425;0.428179;0.385296;0.394035,7;1;20;17;13;5;9;4;14;10,-3.049261;-3.078732;-3.858567;-3.914794;-4.974285;-5.190540;-5.307072;-5.905272;-6.019529;-6.074433,1;2;3;4;5;6;7;8;9;10,21.423,8.731,1171.328,1201.485,False,0.0,0.0,0.0,0.0,0,0,0.0
test-0111,vector_reranked,test,111,"The ultimate purpose of the aforementioned components is to install and execute the Komplex payload. The dropper component saves the payload to “/Users/Shared/.local/kextd” (SHA256: 227b7fe495ad9951aebf0aae3c317c1ac526cdd255953f111341b0b11be3bbc5) and ultimately executes the payload. The payload begins by conducting an anti-debugging check to see if it is being debugged before proceeding with executing its main functionality, which can be seen in the “AmIBeingDebugged” function in Figure 6. The “AmIBeingDebugged” function uses the “sysctl” function to check to see if a specific “P_TRACED” flag is set, which signifies that the process is being debugged. A particularly interesting part of this function is that it is very similar to the function provided by Apple to its developers in a guide created in 2004 titled “Detecting the Debugger”. This is not the first time the Sofacy group’s malware authors have obtained techniques from publicly available sources, as demonstrated in the use of the Office Test Persistence Method that they obtained from a blog posted in 2014.",T1587.001;T1622,159,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1622;T1574.006;T1027.005;T1685.003;T1027.004;T1497.002;T1546;T1204;T1203;T1564;T1547.006;T1608.001;T1176;T1036.009;T1036;T1592.002;T1027.008;T1055;T1129;T1027,0.574669;0.523643;0.519055;0.502536;0.499099;0.499006;0.493544;0.489657;0.486462;0.483843;0.482608;0.482017;0.481170;0.480867;0.477360;0.477229;0.474113;0.473653;0.473610;0.472871,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1027.004;T1129;T1027.008;T1036.009;T1622;T1608.001;T1027;T1176;T1497.002;T1574.006,Compile After Delivery;Shared Modules;Stripped Payloads;Break Process Trees;Debugger Evasion;Upload Malware;Obfuscated Files or Information;Software Extensions;User Activity Based Checks;Dynamic Linker Hijacking,0.499099;0.473610;0.474113;0.480867;0.574669;0.482017;0.472871;0.481170;0.499006;0.523643,5;19;17;14;1;12;20;13;6;2,-3.773407;-4.277115;-4.485236;-4.722655;-5.161783;-5.527964;-5.662660;-6.118342;-6.272080;-6.390887,1;2;3;4;5;6;7;8;9;10,34.79,8.504,1325.583,1368.884,False,0.0,0.0,0.5,0.5,0,1,0.2
test-0112,vector_reranked,test,112,The module sets a timer with a callback function to be executed every 900 seconds and starts a Windows message loop.,T1106,21,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1678;T1218.002;T1053.005;T1055.001;T1055.003;T1543.003;T1546.003;T1055.011;T1055.004;T1053.006;T1546.007;T1574.013;T1569.002;T1056.004;T1547.003;T1559.001;T1556.008;T1059.002;T1564.011;T1106,0.389932;0.381482;0.366477;0.365651;0.363539;0.358783;0.357094;0.351775;0.351137;0.350806;0.349628;0.345091;0.342514;0.338760;0.334739;0.332514;0.332186;0.331523;0.331255;0.330963,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1053.006;T1574.013;T1678;T1106;T1543.003;T1059.002;T1055.004;T1055.001;T1569.002;T1053.005,Systemd Timers;KernelCallbackTable;Delay Execution;Native API;Windows Service;AppleScript;Asynchronous Procedure Call;Dynamic-link Library Injection;Service Execution;Scheduled Task,0.350806;0.345091;0.389932;0.330963;0.358783;0.331523;0.351137;0.365651;0.342514;0.366477,10;12;1;20;6;18;9;4;13;3,-3.292722;-3.390737;-6.533070;-6.683980;-6.824729;-7.054115;-7.248625;-7.343048;-7.466325;-7.684105,1;2;3;4;5;6;7;8;9;10,16.795,8.58,1182.774,1208.153,False,0.0,0.0,1.0,1.0,0,1,0.25
test-0113,vector_reranked,test,113,"In the initial versions of the earlier exploits, such as the exploit for CVE-2013-3660 and some versions of CVE-2015-0057, the exploit caused the kernel to execute a token-swapping shellcode stored in user-mode.",T1134;T1134.002;T1134.001,32,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1055.014;T1068;T1134.003;T1055.002;T1548.004;T1134;T1556.004;T1003.007;T1546.008;T1546.005;T1546.004;T1687;T1574.013;T1106;T1055.008;T1547;T1574;T1622;T1134.001;T1055,0.506816;0.500373;0.473119;0.471328;0.470192;0.468177;0.465485;0.462954;0.459134;0.458803;0.451373;0.449226;0.448796;0.447957;0.445272;0.444427;0.442780;0.442761;0.441673;0.438110,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1068;T1687;T1574.013;T1546.008;T1055.014;T1134.003;T1106;T1055.002;T1547;T1546.004,Exploitation for Privilege Escalation;Exploitation for Defense Impairment;KernelCallbackTable;Accessibility Features;VDSO Hijacking;Make and Impersonate Token;Native API;Portable Executable Injection;Boot or Logon Autostart Execution;Unix Shell Configuration Modification,0.500373;0.449226;0.448796;0.459134;0.506816;0.473119;0.447957;0.471328;0.444427;0.451373,2;12;13;9;1;3;14;4;16;11,-2.349478;-4.595057;-6.127539;-6.820064;-7.026978;-7.246477;-7.299736;-7.514818;-7.521572;-7.555122,1;2;3;4;5;6;7;8;9;10,21.567,12.041,1193.994,1227.61,False,0.0,0.0,0.0,0.0,0,0,0.0
test-0114,vector_reranked,test,114,"During the course of our investigations, we noticed that the PowerPepper C2 name servers were actually open DNS resolvers that always resolved arbitrary hostnames with the same IP addresses: 128.49.4.4 (a US Navy-owned server), 91.214.6.100 and 91.214.6.101 (HSBC UK-owned servers). Using this fact and historical reverse DNS resolutions data, we have been able to preemptively identify the PowerPepper C2 domains.",T1583.002,60,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1590.002;T1596.001;T1568.003;T1557.001;T1583.002;T1590.001;T1584.002;T1016.001;T1596.002;T1583.001;T1568.001;T1592.003;T1046;T1595.001;T1589.003;T1590;T1568.002;T1087.002;T1596.004;T1071.004,0.465660;0.465410;0.406131;0.399125;0.398146;0.382067;0.359753;0.359470;0.358517;0.357585;0.356433;0.356136;0.349775;0.341327;0.338746;0.325628;0.325603;0.322720;0.321016;0.320793,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1568.001;T1557.001;T1583.002;T1584.002;T1596.001;T1590.002;T1071.004;T1568.003;T1568.002;T1016.001,Fast Flux DNS;Name Resolution Poisoning and SMB Relay;DNS Server;DNS Server;DNS/Passive DNS;DNS;DNS;DNS Calculation;Domain Generation Algorithms;Internet Connection Discovery,0.356433;0.399125;0.398146;0.359753;0.465410;0.465660;0.320793;0.406131;0.325603;0.359470,11;4;5;7;2;1;20;3;17;8,-3.283334;-3.410450;-3.622030;-5.293799;-5.510912;-5.559290;-6.025576;-6.188650;-6.538389;-7.210421,1;2;3;4;5;6;7;8;9;10,26.714,9.437,1198.445,1234.612,False,0.0,1.0,1.0,1.0,1,1,0.3333333333333333
